Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
3:38.95,1,1,Kazi Tamás,85.0,DSC-SI,F,Debrecen (HUN),2016.6.04
3:38.98,-,2,Kazi Tamás,85.0,DSC-SI,F,Miskolc (HUN),2016.5.28
3:39.49,2,3,Kovács Benjámin,95.0,UTE,F,Praha (CZE),2016.6.06
3:39.77,-,4,Kazi Tamás,85.0,DSC-SI,F,Székesfehérvár (HUN),2016.7.18
3:40.00,-,5,Kazi Tamás,85.0,DSC-SI,F,Lisboa (POR),2016.6.12
3:40.00,-,5,Kazi Tamás,85.0,DSC-SI,F,Miskolc (HUN),2016.7.02
3:40.34,-,7,Kovács Benjámin,95.0,UTE,F2,Budapest (HUN),2016.7.22
3:40.91,-,8,Kovács Benjámin,95.0,UTE,F,Székesfehérvár (HUN),2016.7.18
3:40.93,-,9,Kazi Tamás,85.0,DSC-SI,F2,Székesfehérvár (HUN),2016.7.29
3:41.27,-,10,Kovács Benjámin,95.0,UTE,F2,Székesfehérvár (HUN),2016.7.29
3:41.44,-,11,Kazi Tamás,85.0,DSC-SI,F1,Huizingen (BEL),2016.8.06
3:41.98,-,12,Kovács Benjámin,95.0,UTE,F,Zeulenroda (GER),2016.6.24
3:42.19,-,13,Kazi Tamás,85.0,DSC-SI,F1,Bilbao (ESP),2016.6.25
3:42.49,-,14,Kazi Tamás,85.0,DSC-SI,F,Debrecen (HUN),2016.5.14
3:42.59,-,15,Kazi Tamás,85.0,DSC-SI,F,Székesfehérvár (HUN),2016.5.07
3:43.21,3,16,Gregor László,92.0,Békéscsabai AC,F2,Budapest (HUN),2016.7.22
3:44.38,-,17,Kazi Tamás,85.0,DSC-SI,F,Budapest (HUN),2016.9.03
3:44.64,-,18,Kazi Tamás,85.0,DSC-SI,H1,Amsterdam (NED),2016.7.07
3:45.07,-,19,Gregor László,92.0,Békéscsabai AC,F2,Székesfehérvár (HUN),2016.7.29
3:45.16,-,20,Kovács Benjámin,95.0,UTE,H2,Amsterdam (NED),2016.7.07
3:45.57,4,21,Vindics Balázs,94.0,UTE,F2,Budapest (HUN),2016.7.22
3:46.28,5,22,Kiss Gergő,95.0,VEDAC,F2,Székesfehérvár (HUN),2016.7.29
3:46.30,6,23,Tulok Mátyás,94.0,UTE,F,Miskolc (HUN),2016.5.28
3:46.33,7,24,Tábor Miklós,86.0,Békéscsabai AC,F2,Székesfehérvár (HUN),2016.7.29
3:47.52,-,25,Vindics Balázs,94.0,UTE,F,Budapest (HUN),2016.9.03
3:47.66,-,26,Kiss Gergő,95.0,VEDAC,F2,Budapest (HUN),2016.7.22
3:48.11,8,27,Kovács Marcell,98.0,Keszthely VDSE,F2,Budapest (HUN),2016.7.22
3:48.32,9,28,Pápai Márton,95.0,DSC-SI,F2,Budapest (HUN),2016.7.22
3:48.74,10,29,Szemeti Péter,88.0,UTE,F,Székesfehérvár (HUN),2016.5.07
3:48.78,-,30,Kiss Gergő,95.0,VEDAC,F,Budapest (HUN),2016.6.19
3:49.14,-,31,Szemeti Péter,88.0,UTE,F,Budapest (HUN),2016.6.19
3:49.19,11,32,Szögi István,95.0,VEDAC,F2,Székesfehérvár (HUN),2016.7.29
3:49.22,12,33,Juhász Balázs,96.0,DSC-SI,F2,Budapest (HUN),2016.7.22
3:49.26,-,34,Pápai Márton,95.0,DSC-SI,F,Budapest (HUN),2016.6.19
3:49.63,-,35,Szögi István,95.0,VEDAC,F2,Budapest (HUN),2016.7.22
3:49.79,-,36,Szemeti Péter,88.0,UTE,F2,Székesfehérvár (HUN),2016.7.29
3:50.11,-,37,Pápai Márton,95.0,DSC-SI,F,Szombathely (HUN),2016.6.25
3:50.39,-,38,Kiss Gergő,95.0,VEDAC,F,Szombathely (HUN),2016.6.25
3:50.41,-,39,Vindics Balázs,94.0,UTE,F,Szombathely (HUN),2016.6.25
3:51.07,13,40,Matkó Csaba,93.0,UTE,F,Toledo (USA),2016.5.14
3:51.13,-,41,Pápai Márton,95.0,DSC-SI,F2,Székesfehérvár (HUN),2016.7.29
3:51.25,-,42,Kovács Benjámin,95.0,UTE,F2,Szekszárd (HUN),2016.5.14
3:51.67,-,43,Tulok Mátyás,94.0,UTE,F2,Szekszárd (HUN),2016.5.14
3:51.74,14,44,Horváth Bálint,89.0,VEDAC,F4,Ninove (BEL),2016.7.23
3:51.81,-,45,Horváth Bálint,89.0,VEDAC,F1,Heusden-Zolder (BEL),2016.7.16
3:51.84,-,46,Kiss Gergő,95.0,VEDAC,F,Budapest (HUN),2016.9.03
3:52.17,-,47,Szemeti Péter,88.0,UTE,F,Budapest (HUN),2016.9.03
3:52.29,-,48,Szemeti Péter,88.0,UTE,F,Debrecen (HUN),2016.6.04
3:52.65,15,49,Wagner Gábor,86.0,A-Plast Ikarus BSE,F,Budapest (HUN),2016.6.19
3:52.67,-,50,Matkó Csaba,93.0,UTE,F,Long Beach (USA),2016.4.14
3:52.75,-,51,Pápai Márton,95.0,DSC-SI,F,Maribor (SLO),2016.7.15
3:53.13,-,52,Horváth Bálint,89.0,VEDAC,F3,Kortrijk (BEL),2016.7.09
3:53.54,16,53,Vörös Márk,97.0,HÓDIÁK SE,F,Miskolc (HUN),2016.7.01
3:53.65,-,54,Szögi István,95.0,VEDAC,F,Budapest (HUN),2016.9.03
3:53.74,-,55,Szemeti Péter,88.0,UTE,F2,Szekszárd (HUN),2016.5.14
3:53.87,-,56,Vindics Balázs,94.0,UTE,F,Miskolc (HUN),2016.5.28
3:53.89,-,57,Vindics Balázs,94.0,UTE,F2,Szekszárd (HUN),2016.5.14
3:54.43,-,58,Vörös Márk,97.0,HÓDIÁK SE,F2,Székesfehérvár (HUN),2016.7.29
3:54.73,-,59,Kiss Gergő,95.0,VEDAC,F,Miskolc (HUN),2016.5.28
